id,dex_number,pokemon,form,variant_type,stage,evolution_family,evolves_from,evolves_to,final_evolution_targets,mega_targets,type_1,type_2,base_attack,base_defense,base_stamina,max_cp_estimate,current_stage_rating,final_potential_rating,main_uses,raid_rating,gym_attack_rating,gym_defense_rating,league_rating,best_fast_move_pve,best_charged_move_1_pve,best_charged_move_2_pve,best_fast_move_pvp,best_charged_move_1_pvp,best_charged_move_2_pvp,needs_legacy_move,legacy_move,event_wait_recommended,recommended_wait_reason,bad_stats_action,good_stats_action,storage_priority,trade_value,evolve_priority,power_up_priority,regional,legendary,mythical,ultra_beast,can_be_shadow,shadow_relevant,purified_relevant,can_be_mega,mega_relevant,availability_status,notes,source_notes,last_reviewed
yamask,562,Yamask,,normal,base,Yamask,,Cofagrigus,Cofagrigus,,Ghost,,95,141,116,1110,bad,budget,pokedex/collection,bad,bad,bad,bad,Zen Headbutt,Shadow Ball,Ominous Wind,Zen Headbutt,Shadow Ball,Ominous Wind,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
yamask_yamask_galarian,562,Yamask,Galarian,form,base,Yamask,,Runerigus,Runerigus,,Ground,Ghost,95,141,116,1110,bad,budget,pokedex/collection,bad,bad,bad,bad,Astonish,Night Shade,Rock Tomb,Astonish,Night Shade,Rock Tomb,no,,no,,trade,keep,medium,medium,medium,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cofagrigus,563,Cofagrigus,,normal,final,Yamask,Yamask,,Cofagrigus,,Ghost,,163,237,151,2570,budget,budget,pokedex/collection,bad,bad,budget,bad,Shadow Claw,Shadow Ball,Psychic,Shadow Claw,Shadow Ball,Psychic,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tirtouga,564,Tirtouga,,normal,base,Tirtouga,,Carracosta,Carracosta,,Water,Rock,134,146,144,1683,bad,budget,pokedex/collection,bad,bad,bad,bad,Water Gun,Ancient Power,Surf,Water Gun,Ancient Power,Surf,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
carracosta,565,Carracosta,,normal,final,Tirtouga,Tirtouga,,Carracosta,,Water,Rock,192,197,179,2964,budget,budget,pokedex/collection,bad,bad,budget,bad,Rock Throw,Liquidation,Ancient Power,Rock Throw,Liquidation,Ancient Power,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
archen,566,Archen,,normal,base,Archen,,Archeops,Archeops,,Rock,Flying,213,89,146,2083,bad,strong,pokedex/collection,bad,bad,bad,bad,Wing Attack,Ancient Power,Crunch,Wing Attack,Ancient Power,Crunch,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
archeops,567,Archeops,,normal,final,Archen,Archen,,Archeops,,Rock,Flying,292,139,181,3766,strong,strong,strong raid; strong gym attack,strong,strong,bad,bad,Steel Wing,Ancient Power,Crunch,Steel Wing,Ancient Power,Crunch,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
trubbish,568,Trubbish,,normal,base,Trubbish,,Garbodor,Garbodor,,Poison,,96,122,137,1131,bad,bad,pokedex/collection,bad,bad,bad,bad,Pound,Gunk Shot,Seed Bomb,Pound,Gunk Shot,Seed Bomb,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
garbodor,569,Garbodor,,normal,final,Trubbish,Trubbish,,Garbodor,,Poison,,181,164,190,2651,bad,bad,pokedex/collection,bad,bad,bad,bad,Infestation,Gunk Shot,Seed Bomb,Infestation,Gunk Shot,Seed Bomb,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zorua,570,Zorua,,normal,base,Zorua,,Zoroark,Zoroark,,Dark,,153,78,120,1329,bad,decent,pokedex/collection,bad,bad,bad,bad,Feint Attack,Dark Pulse,Foul Play,Feint Attack,Dark Pulse,Foul Play,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zorua_zorua_hisuian,570,Zorua,Hisuian,form,base,Zorua,,Zoroark (Hisuian),Zoroark (Hisuian),,Normal,Ghost,162,79,111,1360,bad,decent,pokedex/collection,bad,bad,bad,bad,Scratch,Shadow Ball,Night Shade,Scratch,Shadow Ball,Night Shade,no,,no,,transfer,keep one,low,low,low,none,yes,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zoroark,571,Zoroark,,normal,final,Zorua,Zorua,,Zoroark,,Dark,,250,127,155,2907,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Snarl,Foul Play,Sludge Bomb,Snarl,Foul Play,Sludge Bomb,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zoroark_zoroark_hisuian,571,Zoroark,Hisuian,form,final,Zorua,Zorua (Hisuian),,Zoroark (Hisuian),,Normal,Ghost,261,128,146,2957,bad,decent,pokedex/collection,bad,bad,bad,bad,Shadow Claw,Shadow Ball,Sludge Bomb,Shadow Claw,Shadow Ball,Sludge Bomb,no,,no,,transfer,keep one,low,low,none,none,yes,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
minccino,572,Minccino,,normal,base,Minccino,,Cinccino,Cinccino,,Normal,,98,80,146,986,bad,bad,pokedex/collection,bad,bad,bad,bad,Pound,Swift,Thunderbolt,Pound,Swift,Thunderbolt,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cinccino,573,Cinccino,,normal,final,Minccino,Minccino,,Cinccino,,Normal,,198,130,181,2535,bad,bad,pokedex/collection,bad,bad,bad,bad,Pound,Hyper Beam,Thunderbolt,Pound,Hyper Beam,Thunderbolt,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gothita,574,Gothita,,normal,base,Gothita,,Gothorita,Gothitelle,,Psychic,,98,112,128,1075,bad,budget,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gothorita,575,Gothorita,,normal,middle,Gothita,Gothita,Gothitelle,Gothitelle,,Psychic,,137,153,155,1813,bad,budget,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Futuresight,Confusion,Psychic,Futuresight,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gothitelle,576,Gothitelle,,normal,final,Gothita,Gothorita,,Gothitelle,,Psychic,,176,205,172,2735,budget,budget,pokedex/collection,bad,bad,budget,bad,Confusion,Psychic,Futuresight,Confusion,Psychic,Futuresight,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
solosis,577,Solosis,,normal,base,Solosis,,Duosion,Reuniclus,,Psychic,,170,83,128,1546,bad,budget,pokedex/collection,bad,bad,bad,bad,Zen Headbutt,Psyshock,Night Shade,Zen Headbutt,Psyshock,Night Shade,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
duosion,578,Duosion,,normal,middle,Solosis,Solosis,Reuniclus,Reuniclus,,Psychic,,208,103,163,2282,bad,budget,pokedex/collection,bad,bad,bad,bad,Zen Headbutt,Psyshock,Night Shade,Zen Headbutt,Psyshock,Night Shade,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
reuniclus,579,Reuniclus,,normal,final,Solosis,Duosion,,Reuniclus,,Psychic,,214,148,242,3309,budget,budget,pokedex/collection,budget,budget,budget,bad,Zen Headbutt,Psyshock,Shadow Ball,Zen Headbutt,Psyshock,Shadow Ball,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ducklett,580,Ducklett,,normal,base,Ducklett,,Swanna,Swanna,,Water,Flying,84,96,158,968,bad,bad,pokedex/collection,bad,bad,bad,bad,Wing Attack,Brave Bird,Aerial Ace,Wing Attack,Brave Bird,Aerial Ace,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
swanna,581,Swanna,,normal,final,Ducklett,Ducklett,,Swanna,,Water,Flying,182,132,181,2361,bad,bad,pokedex/collection,bad,bad,bad,bad,Air Slash,Fly,Ice Beam,Air Slash,Fly,Ice Beam,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
vanillite,582,Vanillite,,normal,base,Vanillite,,Vanillish,Vanilluxe,,Ice,,118,106,113,1168,bad,budget,pokedex/collection,bad,bad,bad,bad,Powder Snow,Ice Beam,Icy Wind,Powder Snow,Ice Beam,Icy Wind,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
vanillish,583,Vanillish,,normal,middle,Vanillite,Vanillite,Vanilluxe,Vanilluxe,,Ice,,151,138,139,1799,bad,budget,pokedex/collection,bad,bad,bad,bad,Frost Breath,Ice Beam,Icy Wind,Frost Breath,Ice Beam,Icy Wind,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
vanilluxe,584,Vanilluxe,,normal,final,Vanillite,Vanillish,,Vanilluxe,,Ice,,218,184,174,3190,budget,budget,pokedex/collection,budget,budget,budget,bad,Frost Breath,Avalanche,Blizzard,Frost Breath,Avalanche,Blizzard,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
deerling,585,Deerling,,normal,single,Deerling,,,Deerling,,Normal,Grass,115,100,155,1283,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Energy Ball,Seed Bomb,Tackle,Energy Ball,Seed Bomb,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
deerling_deerling_autumn,585,Deerling,Autumn,form,base,Deerling,,Sawsbuck,Sawsbuck,,Normal,Grass,115,100,155,1283,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Energy Ball,Seed Bomb,Tackle,Energy Ball,Seed Bomb,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
deerling_deerling_spring,585,Deerling,Spring,form,base,Deerling,,Sawsbuck,Sawsbuck,,Normal,Grass,115,100,155,1283,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Energy Ball,Seed Bomb,Tackle,Energy Ball,Seed Bomb,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
deerling_deerling_summer,585,Deerling,Summer,form,base,Deerling,,Sawsbuck,Sawsbuck,,Normal,Grass,115,100,155,1283,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Energy Ball,Seed Bomb,Tackle,Energy Ball,Seed Bomb,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
deerling_deerling_winter,585,Deerling,Winter,form,base,Deerling,,Sawsbuck,Sawsbuck,,Normal,Grass,115,100,155,1283,bad,bad,pokedex/collection,bad,bad,bad,bad,Tackle,Energy Ball,Seed Bomb,Tackle,Energy Ball,Seed Bomb,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sawsbuck,586,Sawsbuck,,normal,final,Deerling,Deerling (Autumn); Deerling (Spring); Deerling (Summer); Deerling (Winter),,Sawsbuck,,Normal,Grass,198,146,190,2732,bad,bad,pokedex/collection,bad,bad,bad,bad,Feint Attack,Solar Beam,Hyper Beam,Feint Attack,Solar Beam,Hyper Beam,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
emolga,587,Emolga,,normal,single,Emolga,,,Emolga,,Electric,Flying,158,127,146,1847,bad,bad,pokedex/collection,bad,bad,bad,bad,Quick Attack,Discharge,Thunderbolt,Quick Attack,Discharge,Thunderbolt,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
karrablast,588,Karrablast,,normal,base,Karrablast,,Escavalier,Escavalier,,Bug,,137,87,137,1336,bad,budget,pokedex/collection,bad,bad,bad,bad,Fury Cutter,Signal Beam,X Scissor,Fury Cutter,Signal Beam,X Scissor,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
escavalier,589,Escavalier,,normal,final,Karrablast,Karrablast,,Escavalier,,Bug,Steel,223,187,172,3266,budget,budget,pokedex/collection,budget,budget,budget,bad,Counter,Megahorn,Razor Shell,Counter,Megahorn,Razor Shell,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
foongus,590,Foongus,,normal,base,Foongus,,Amoonguss,Amoonguss,,Grass,Poison,97,91,170,1107,bad,budget,pokedex/collection,bad,bad,bad,bad,Feint Attack,Grass Knot,Energy Ball,Feint Attack,Grass Knot,Energy Ball,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
amoonguss,591,Amoonguss,,normal,final,Foongus,Foongus,,Amoonguss,,Grass,Poison,155,139,249,2420,budget,budget,pokedex/collection,bad,bad,budget,bad,Feint Attack,Grass Knot,Sludge Bomb,Feint Attack,Grass Knot,Sludge Bomb,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
frillish,592,Frillish,,normal,base,Frillish,,Jellicent,Jellicent,,Water,Ghost,115,134,146,1421,bad,budget,pokedex/collection,bad,bad,bad,bad,Bubble,Ominous Wind,Ice Beam,Bubble,Ominous Wind,Ice Beam,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
frillish_frillish_female,592,Frillish,Female,form,base,Frillish,,Jellicent,Jellicent,,Water,Ghost,115,134,146,1421,bad,budget,pokedex/collection,bad,bad,bad,bad,Bubble,Ominous Wind,Ice Beam,Bubble,Ominous Wind,Ice Beam,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
jellicent,593,Jellicent,,normal,final,Frillish,Frillish; Frillish (Female),,Jellicent,,Water,Ghost,159,178,225,2644,budget,budget,strong great league; strong ultra league,bad,bad,budget,strong,Bubble,Shadow Ball,Ice Beam,Bubble,Shadow Ball,Ice Beam,no,,no,,trade,keep,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
alomomola,594,Alomomola,,normal,single,Alomomola,,,Alomomola,,Water,,138,131,338,2452,decent,decent,decent gym defense,bad,bad,decent,bad,Waterfall,Hydro Pump,Psychic,Waterfall,Hydro Pump,Psychic,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
joltik,595,Joltik,,normal,base,Joltik,,Galvantula,Galvantula,,Bug,Electric,110,98,137,1156,bad,bad,pokedex/collection,bad,bad,bad,bad,Charge Beam,Discharge,Bug Buzz,Charge Beam,Discharge,Bug Buzz,no,,no,,trade,keep one,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
galvantula,596,Galvantula,,normal,final,Joltik,Joltik,,Galvantula,,Bug,Electric,201,128,172,2494,bad,bad,strong great league; strong ultra league,bad,bad,bad,strong,Volt Switch,Discharge,Bug Buzz,Volt Switch,Discharge,Bug Buzz,no,,no,,trade,keep one,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ferroseed,597,Ferroseed,,normal,base,Ferroseed,,Ferrothorn,Ferrothorn,,Grass,Steel,82,155,127,1064,bad,budget,pokedex/collection,bad,bad,bad,bad,Metal Claw,Gyro Ball,Iron Head,Metal Claw,Gyro Ball,Iron Head,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ferrothorn,598,Ferrothorn,,normal,final,Ferroseed,Ferroseed,,Ferrothorn,,Grass,Steel,158,223,179,2624,budget,budget,strong great league; strong ultra league,bad,bad,budget,strong,Metal Claw,Power Whip,Mirror Shot,Metal Claw,Power Whip,Mirror Shot,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
klink,599,Klink,,normal,base,Klink,,Klang,Klinklang,,Steel,,98,121,120,1081,bad,budget,pokedex/collection,bad,bad,bad,bad,Volt Switch,Discharge,Zap Cannon,Volt Switch,Discharge,Zap Cannon,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
klang,600,Klang,,normal,middle,Klink,Klink,Klinklang,Klinklang,,Steel,,150,174,155,2088,bad,budget,pokedex/collection,bad,bad,bad,bad,Metal Sound,Thunderbolt,Zap Cannon,Metal Sound,Thunderbolt,Zap Cannon,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
klinklang,601,Klinklang,,normal,final,Klink,Klang,,Klinklang,,Steel,,199,214,155,2981,budget,budget,pokedex/collection,bad,bad,budget,bad,Metal Sound,Mirror Shot,Flash Cannon,Metal Sound,Mirror Shot,Flash Cannon,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tynamo,602,Tynamo,,normal,base,Tynamo,,Eelektrik,Eelektross,,Electric,,105,78,111,917,bad,budget,pokedex/collection,bad,bad,bad,bad,Spark,Struggle,,Spark,Struggle,,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eelektrik,603,Eelektrik,,normal,middle,Tynamo,Tynamo,Eelektross,Eelektross,,Electric,,156,130,163,1939,bad,budget,pokedex/collection,bad,bad,bad,bad,Acid,Discharge,Thunderbolt,Acid,Discharge,Thunderbolt,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eelektross,604,Eelektross,,normal,final,Tynamo,Eelektrik,,Eelektross,,Electric,,217,152,198,3089,budget,budget,pokedex/collection,budget,budget,bad,bad,Volt Switch,Thunderbolt,Liquidation,Volt Switch,Thunderbolt,Liquidation,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
